241.953, 23.952, 246.024, 26.4495
827.336, 24.1824, 833.445, 24.6489
820.076, 25.6673, 826.816, 26.1908
500.541, 29.3369, 505.704, 27.868
332.828, 29.3969, 334.134, 29.7195
50.7727, 29.945, 55.8376, 27.0906
198.552, 33.3224, 203.288, 31.1555
350.606, 34.8164, 355.638, 33.3769
137.942, 36.5627, 142.878, 34.1485
321.603, 42.376, 326.611, 40.2982
305.074, 44.8382, 310.005, 43.1266
48.8323, 46.9802, 53.8563, 44.1787
726.135, 49.6677, 731.914, 49.5249
337.945, 50.217, 342.924, 48.6008
507.644, 50.0187, 512.613, 49.1983
727.592, 56.6618, 733.217, 56.4776
190.214, 59.4476, 194.845, 57.4049
322.425, 65.2836, 327.489, 63.4434
296.095, 66.3066, 300.94, 64.5047
313.28, 67.5031, 315.934, 64.1334
732.516, 67.9516, 738.331, 67.9289
70.5558, 70.4666, 75.5733, 67.6048
263.687, 75.403, 268.456, 73.5221
274.832, 75.5098, 279.611, 73.6815
186.169, 76.5824, 191.118, 74.5033
536.618, 78.1948, 541.695, 77.4324
864.341, 80.0811, 870.083, 80.8039
248.098, 89.9888, 251.707, 87.5056
122.408, 92.5885, 122.704, 90.5227
537.544, 94.2117, 542.555, 93.5733
734.821, 94.0723, 740.359, 94.133
498.89, 109.584, 505.988, 104.598
538.024, 110.744, 543.027, 109.859
207.689, 111.496, 212.185, 109.418
395.558, 112.32, 400.958, 111.436
81.1398, 113.311, 85.7473, 110.911
54.3061, 120.078, 55.1988, 119.91
827.587, 121.483, 837.806, 121.127
340.773, 122.314, 345.433, 120.915
796.925, 122.808, 803.145, 122.83
752.082, 123.62, 757.861, 123.892
256.14, 127.502, 260.572, 125.494
35.3047, 134.414, 39.8436, 131.393
44.0046, 137.02, 48.2907, 134.353
397.508, 138.456, 402.269, 137.132
115.039, 138.412, 119.493, 135.898
151.88, 138.855, 156.251, 136.552
661.053, 138.979, 666.611, 138.978
734.54, 145.635, 740.029, 145.787
342.601, 148.238, 347.045, 146.6
259.868, 148.528, 263.729, 147.356
270.492, 153.123, 275.073, 151.425
343.388, 159.433, 347.757, 157.909
734.995, 159.651, 740.473, 160.03
264.147, 165.28, 268.403, 163.423
309.842, 180.357, 314.383, 179.098
845.39, 195.115, 850.944, 195.972
796.281, 198.919, 797.209, 199.979
90.5258, 204.417, 94.6189, 201.289
166.904, 211.097, 170.982, 208.902
126.173, 213.991, 130.303, 211.516
274.871, 216.764, 279.421, 214.932
540.544, 222.109, 545.071, 221.81
52.6335, 223.527, 56.8623, 221.266
829.131, 225.359, 835.161, 226.027
529.487, 235.799, 534.5, 235.096
621.292, 245.098, 625.916, 245.011
42.3475, 250.907, 45.3467, 248.318
767.434, 255.273, 772.178, 256.37
225.582, 256.861, 229.814, 254.812
508.763, 271.454, 513.342, 270.802
738.055, 277.822, 742.89, 278.63
36.9286, 281.532, 41.4394, 278.599
775.271, 281.395, 780.143, 282.212
454.733, 283.435, 459.009, 282.44
512.465, 283.535, 516.891, 282.94
644.177, 283.485, 648.942, 283.539
657.47, 284.74, 661.887, 284.881
638.216, 287.581, 644.118, 284.672
171.926, 299.545, 176.187, 297.175
149.554, 304.714, 153.955, 302.069
824.392, 305.133, 829.391, 306.204
829.433, 308.737, 834.469, 309.802
841.306, 310.106, 846.367, 311.235
660.113, 310.767, 664.747, 310.984
806.593, 311.3, 811.66, 312.186
200.835, 311.951, 204.878, 309.824
212.821, 312.547, 217.024, 310.421
652.148, 314.682, 656.894, 314.847
215.415, 317.688, 219.492, 315.527
841.753, 317.573, 846.977, 318.788
750.401, 319.614, 755.242, 320.159
558.141, 321.006, 562.395, 320.623
792.254, 321.234, 797.04, 322.2
220.213, 324.002, 224.699, 322.056
802.123, 327.094, 806.979, 328.051
780.051, 330.155, 785.071, 331.104
771.961, 333.565, 776.498, 334.458
487.151, 337.04, 491.574, 336.42
782.167, 336.895, 787.007, 337.704
638.954, 346.865, 643.516, 346.948
797.8, 348.208, 802.502, 349.15
669.657, 357.328, 672.673, 360.085
771.413, 361.511, 776.037, 362.458
591.145, 368.811, 595.776, 368.814
804.617, 371.452, 809.41, 372.57
866.369, 374.597, 871.432, 376.071
518.885, 376.086, 523.275, 375.551
853.686, 376.075, 858.887, 377.211
795.064, 377.585, 799.786, 378.553
826.223, 377.399, 831.021, 378.625
815.379, 378.96, 820.175, 380.066
386.154, 383.686, 390.46, 382.492
863.801, 384.656, 868.818, 385.894
852.541, 388.673, 854.82, 388.873
840.932, 408.786, 845.711, 410.112
830.449, 416.156, 835.232, 417.546
378.028, 428.831, 382.132, 427.393
278.842, 470.875, 283.271, 468.849
78.8622, 473.005, 83.655, 469.992
72.3173, 473.859, 77.319, 470.718
57.4659, 33.6598, 62.4176, 31.1344
117.809, 34.7275, 122.539, 32.4048
239.002, 40.8671, 243.854, 38.8471
795.463, 43.3823, 801.577, 43.5448
300.592, 49.3793, 305.457, 47.6566
176.986, 51.3614, 181.768, 48.9819
327.993, 51.5266, 332.762, 50.452
774.353, 54.6072, 780.798, 54.4915
313.804, 57.6879, 318.695, 56.1152
803.323, 58.6521, 809.416, 58.9281
231.483, 70.8004, 236.167, 68.896
61.4113, 77.5547, 66.0968, 74.9877
290.515, 78.2338, 295.504, 76.4366
842.023, 81.5156, 848.549, 81.9064
422.054, 82.1604, 427.018, 80.8965
260.004, 82.6214, 264.831, 80.844
804.608, 91.3265, 810.454, 91.6503
268.901, 96.8889, 273.827, 94.942
159.645, 105.718, 164.179, 103.34
739.818, 105.872, 745.533, 106.114
737.922, 111.164, 743.354, 111.148
75.0382, 111.796, 79.5934, 109.084
783.09, 112.502, 789.054, 112.832
854.34, 117.159, 860.665, 117.838
423.3, 118.61, 428.256, 121.178
837.498, 119.613, 843.541, 120.135
341.973, 139.542, 346.419, 135.311
248.795, 145.567, 252.553, 143.966
307.517, 146.3, 311.856, 144.942
276.729, 165.166, 281.259, 163.356
631.088, 174.58, 635.976, 174.365
268.092, 176.041, 272.439, 174.32
735.827, 180.95, 741.049, 181.205
284.878, 182.646, 289.104, 180.934
191.603, 198.323, 195.771, 196.252
285.274, 216.417, 289.801, 214.493
659.331, 252.324, 663.994, 252.513
734.805, 254.963, 739.628, 255.474
424.233, 274.025, 428.907, 273.115
800.594, 278.919, 805.915, 279.945
71.5502, 280.296, 75.8077, 277.623
503.434, 284.068, 508.248, 283.496
47.5074, 290.486, 51.9027, 287.543
462.33, 294.107, 466.794, 293.344
811.675, 304.452, 814.982, 308.024
728.848, 307.584, 733.901, 308.372
704.577, 310.571, 710.975, 314.061
477.515, 320.684, 482.392, 319.939
840.925, 324.925, 846.091, 326.002
770.276, 325.571, 774.984, 326.404
661.25, 328.077, 665.989, 328.307
513.993, 328.44, 516.694, 326.702
208.006, 329.807, 212.139, 327.885
216.412, 331.589, 220.664, 329.363
661.936, 334.552, 666.524, 334.782
326.334, 335.207, 330.591, 333.925
787.107, 338.633, 791.996, 339.405
569.808, 339.618, 574.087, 339.42
758.485, 340.161, 763.245, 340.809
174.404, 340.925, 178.955, 338.306
770.621, 344.259, 775.254, 345.079
252.659, 347.996, 256.52, 345.983
486.951, 352.39, 491.44, 351.613
860.008, 352.917, 865.09, 354.295
201.017, 353.548, 205.506, 350.997
713.163, 359.369, 717.497, 360.251
863.24, 359.497, 868.686, 360.636
580.922, 365.907, 584.997, 365.623
328.487, 366.615, 329.076, 367.167
404.157, 369.937, 408.465, 368.713
342, 370.34, 350.363, 369.336
364.786, 372.85, 369.456, 371.411
381.919, 378.778, 386.177, 377.57
495.196, 390.332, 499.525, 389.631
750.079, 409.611, 754.222, 410.153
596.857, 418.8, 600.995, 419.099
103.452, 431.039, 108.41, 427.974
94.2692, 435.49, 97.3795, 432.134
98.5566, 438.441, 103.57, 435.424
127.876, 474.629, 132.595, 471.576
277.81, 488.262, 281.962, 486.295
676.065, 501.859, 680.011, 502.356
416.047, 553.997, 419.218, 552.981
492.555, 44.5293, 497.05, 43.4543
799.637, 46.0241, 805.448, 46.6097
234.75, 54.1991, 239.475, 52.1372
115.226, 54.679, 120.23, 52.2104
415.492, 60.8623, 420.536, 60.2995
328.325, 62.8998, 333.625, 57.1629
328.715, 68.0312, 333.648, 66.4224
