209.918, 23.1417, 162.344, 105.894
65.1366, 23.304, 88.7084, 110.343
706.705, 24.3915, 467.459, 72.4184
586.404, 24.9305, 379.95, 83.0357
435.355, 25.4934, 287.419, 91.0744
570.598, 27.2037, 370.31, 85.7887
477.128, 28.0174, 311.473, 93.1255
435.295, 28.2636, 287.142, 98.441
270.938, 30.5903, 193.503, 107.148
851.022, 30.7075, 580.406, 67.4184
288.51, 41.1371, 201.016, 117.127
520.248, 42.5162, 336.958, 104.26
678.087, 43.4655, 446.159, 90.8766
510.841, 46.5262, 330.966, 113.71
464.437, 49.4323, 303.379, 115.973
272.341, 51.191, 194.865, 127.172
421.145, 52.1951, 277.824, 121.235
902.113, 52.0646, 627.118, 89.3969
811.294, 52.3493, 548.618, 97.2656
895.267, 52.5827, 620.822, 90.561
114.164, 54.1415, 112.109, 135.165
555.745, 56.1346, 360.906, 117.886
271.164, 57.6857, 192.614, 133.501
785.947, 58.1671, 527.916, 105.512
38.4889, 59.108, 79.2796, 143.598
655.148, 61.115, 427.676, 117.432
843.494, 63.0773, 577.52, 108.139
792.647, 67.8293, 535.091, 117.05
57.1181, 68.6522, 90.8057, 150.469
34.1831, 68.9665, 76.7162, 152.072
446.006, 79.0944, 292.002, 147.558
246.868, 81.1027, 184.968, 158.124
716.049, 83.5484, 474.965, 139.825
815.582, 85.6297, 554.614, 136.513
740.576, 87.9976, 494.726, 143.454
258.715, 88.5369, 190.162, 161.85
833.638, 88.6651, 565.183, 141.06
110.906, 91.0377, 113.038, 170.924
712.534, 94.518, 472.283, 152.107
339.36, 100.11, 234.145, 171.785
863.858, 101.016, 593.896, 152.876
975.136, 102.207, 693.244, 146.315
327.206, 105.839, 225.191, 178.274
689.324, 106.257, 455.913, 166.462
300.962, 113.991, 210.547, 186.684
804.383, 113.986, 546.333, 170.841
837.884, 115.528, 573.145, 171.831
877.134, 117.393, 606.756, 171.93
123.502, 117.935, 120.687, 194.788
666.656, 121.933, 441.052, 185.379
291.564, 123.315, 205.073, 195.984
244.069, 127.313, 176.903, 202.852
329.024, 130.429, 223.952, 201.029
776.262, 133.561, 522.235, 195.102
565.698, 135.165, 371.089, 202.533
307.846, 137.63, 214.808, 210.023
339.545, 144.932, 232.964, 216.968
652.77, 149.647, 430.596, 216.926
157.201, 152.813, 138.738, 223.62
794.775, 152.401, 537.302, 217.309
375.962, 154.241, 252.495, 224.564
281.522, 161.777, 201.575, 233.995
696.647, 163.761, 462.05, 231.527
816.757, 167.529, 556.5, 235.042
728.913, 168.173, 486.605, 237.323
190.666, 173.461, 155.487, 245.42
837.783, 180.004, 576.524, 249.702
629.506, 182.395, 414.586, 253.274
136.013, 184.325, 128.31, 259.668
233.096, 186.77, 175.86, 257.86
521.649, 187.058, 342.533, 258.631
91.8608, 190.526, 105.826, 261.7
278.889, 190.6, 201.055, 261.716
838.689, 190.656, 576.583, 263.334
654.192, 196.287, 433.016, 268.853
678.053, 196.377, 449.694, 266.758
376.538, 198.837, 254.919, 270.629
149.184, 201.338, 134.057, 270.279
645.202, 209.314, 426.948, 283.374
527.085, 210.095, 346.334, 282.391
680.159, 212.43, 448.647, 287.736
875.62, 213.315, 608.163, 290.994
549.351, 223.074, 362.126, 296.247
721.85, 227.064, 483.302, 298.58
707.102, 228.123, 472.917, 305.011
415.859, 233.117, 279.771, 305.645
552.678, 234.2, 365.672, 308.425
880.588, 236.157, 613.926, 319.09
425.121, 236.805, 285.189, 309.371
368.376, 237.715, 252.538, 309.08
756.706, 238.141, 514.58, 317.955
698.122, 239.978, 467.846, 319.054
82.645, 242.453, 102.459, 307.057
564.969, 243.965, 372.329, 319.519
81.5667, 245.388, 100.283, 309.75
841.328, 246.114, 580.346, 330.041
281.643, 246.736, 203.659, 316.065
781.117, 246.997, 530.115, 329.201
137.743, 249.235, 131.14, 315.591
633.02, 251.555, 419.883, 329.825
821.984, 252.229, 564.161, 336.474
763.023, 253.095, 515.281, 335.886
260.095, 253.436, 194.585, 323.789
714.853, 253.422, 479.668, 334.217
706.928, 255.501, 473.934, 336.41
845.299, 259.277, 584.301, 346.002
856.452, 259.591, 594.318, 346.888
250.381, 260.44, 187.982, 328.605
